srg_id,oscal_id,family,name,leveraged_from_fedramp_high,in_nist_high_baseline,profile_group,dod_param_present
SA-8(12),sa-8.12,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Hierarchical Protection,No,No,il5-nss-overlay,No
SA-8(13),sa-8.13,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Minimized Security Elements,No,No,il5-nss-overlay,No
SA-8(14),sa-8.14,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Least Privilege,No,No,il5-nss-overlay,No
SA-8(15),sa-8.15,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Predicate Permission,No,No,il5-nss-overlay,No
SA-8(16),sa-8.16,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Self-reliant Trustworthiness,No,No,il5-nss-overlay,No
SA-8(17),sa-8.17,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Secure Distributed Composition,No,No,il5-nss-overlay,No
SA-8(18),sa-8.18,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Trusted Communications Channels,No,No,il5-nss-overlay,No
SA-8(19),sa-8.19,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Continuous Protection,No,No,il5-nss-overlay,No
SA-8(20),sa-8.20,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Secure Metadata Management,No,No,il5-nss-overlay,No
SA-8(21),sa-8.21,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Self-analysis,No,No,il5-nss-overlay,No
SA-8(22),sa-8.22,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Accountability and Traceability,No,No,il5-nss-overlay,No
SA-8(23),sa-8.23,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Secure Defaults,No,No,il5-nss-overlay,No
SA-8(24),sa-8.24,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Secure Failure and Recovery,No,No,il5-nss-overlay,No
SA-8(25),sa-8.25,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Economic Security,No,No,il5-nss-overlay,No
SA-8(26),sa-8.26,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Performance Security,No,No,il5-nss-overlay,No
SA-8(27),sa-8.27,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Human Factored Security,No,No,il5-nss-overlay,No
SA-8(28),sa-8.28,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Acceptable Security,No,No,il5-nss-overlay,No
SA-8(29),sa-8.29,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Repeatable and Documented Procedures,No,No,il5-nss-overlay,No
SA-8(30),sa-8.30,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Procedural Rigor,No,No,il5-nss-overlay,No
SA-8(31),sa-8.31,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Secure System Modification,No,No,il5-nss-overlay,No
SA-8(32),sa-8.32,SYSTEM AND SERVICES ACQUISITION,Security and Privacy Engineering Principles | Sufficient Documentation,No,No,il5-nss-overlay,No
SA-9,sa-9,SYSTEM AND SERVICES ACQUISITION,External System Services,Yes,Yes,baseline-from-nist-high,No
SA-9(1),sa-9.1,SYSTEM AND SERVICES ACQUISITION,External System Services | Risk Assessments and Organizational Approvals,No,No,il5-nss-overlay,Yes
SA-9(2),sa-9.2,SYSTEM AND SERVICES ACQUISITION,"External System Services | Identification of Functions, Ports, Protocols, and Services",Yes,Yes,baseline-from-nist-high,No
SA-9(3),sa-9.3,SYSTEM AND SERVICES ACQUISITION,External System Services | Establish and Maintain Trust Relationship with Providers,No,No,il5-nss-overlay,Yes
SA-9(5),sa-9.5,SYSTEM AND SERVICES ACQUISITION,"External System Services | Processing, Storage, and Service Location",No,No,il5-nss-overlay,Yes
SA-9(6),sa-9.6,SYSTEM AND SERVICES ACQUISITION,External System Services | Organization-controlled Cryptographic Keys,No,No,il5-nss-overlay,No
SA-9(7),sa-9.7,SYSTEM AND SERVICES ACQUISITION,External System Services | Organization-controlled Integrity Checking,No,No,il5-nss-overlay,No
SA-9(8),sa-9.8,SYSTEM AND SERVICES ACQUISITION,External System Services | Processing and Storage Location — U.S. Jurisdiction,No,No,il5-nss-overlay,No
SA-10,sa-10,SYSTEM AND SERVICES ACQUISITION,Developer Configuration Management,Yes,Yes,baseline-from-nist-high,No
SA-10(1),sa-10.1,SYSTEM AND SERVICES ACQUISITION,Developer Configuration Management | Software and Firmware Integrity Verification,No,No,il5-nss-overlay,No
SA-10(3),sa-10.3,SYSTEM AND SERVICES ACQUISITION,Developer Configuration Management | Hardware Integrity Verification,No,No,il5-nss-overlay,No
SA-10(7),sa-10.7,SYSTEM AND SERVICES ACQUISITION,Developer Configuration Management | Security and Privacy Representatives,No,No,il5-nss-overlay,No
SA-11,sa-11,SYSTEM AND SERVICES ACQUISITION,Developer Testing and Evaluation,Yes,Yes,baseline-from-nist-high,No
SA-11(1),sa-11.1,SYSTEM AND SERVICES ACQUISITION,Developer Testing and Evaluation | Static Code Analysis,Yes,No,il5-fedramp-plus-additions,No
SA-11(2),sa-11.2,SYSTEM AND SERVICES ACQUISITION,Developer Testing and Evaluation | Threat Modeling and Vulnerability Analyses,Yes,No,il5-fedramp-plus-additions,No
SA-15,sa-15,SYSTEM AND SERVICES ACQUISITION,"Development Process, Standards, and Tools",Yes,Yes,baseline-from-nist-high,No
SA-15(3),sa-15.3,SYSTEM AND SERVICES ACQUISITION,"Development Process, Standards, and Tools | Criticality Analysis",Yes,Yes,baseline-from-nist-high,No
SA-15(7),sa-15.7,SYSTEM AND SERVICES ACQUISITION,"Development Process, Standards, and Tools | Automated Vulnerability Analysis",No,No,il5-nss-overlay,No
SA-16,sa-16,SYSTEM AND SERVICES ACQUISITION,Developer-provided Training,Yes,Yes,baseline-from-nist-high,No
SA-17,sa-17,SYSTEM AND SERVICES ACQUISITION,Developer Security and Privacy Architecture and Design,Yes,Yes,baseline-from-nist-high,No
SA-21,sa-21,SYSTEM AND SERVICES ACQUISITION,Developer Screening,Yes,Yes,baseline-from-nist-high,No
SA-22,sa-22,SYSTEM AND SERVICES ACQUISITION,Unsupported System Components,Yes,Yes,baseline-from-nist-high,No
SC-1,sc-1,SYSTEM AND COMMUNICATIONS PROTECTION,Policy and Procedures,Yes,Yes,baseline-from-nist-high,No
SC-2,sc-2,SYSTEM AND COMMUNICATIONS PROTECTION,Separation of System and User Functionality,Yes,Yes,baseline-from-nist-high,No
SC-3,sc-3,SYSTEM AND COMMUNICATIONS PROTECTION,Security Function Isolation,Yes,Yes,baseline-from-nist-high,No
SC-4,sc-4,SYSTEM AND COMMUNICATIONS PROTECTION,Information in Shared System Resources,Yes,Yes,baseline-from-nist-high,No
SC-5,sc-5,SYSTEM AND COMMUNICATIONS PROTECTION,Denial-of-service Protection,Yes,Yes,baseline-from-nist-high,No
SC-7,sc-7,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection,Yes,Yes,baseline-from-nist-high,No
SC-7(3),sc-7.3,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Access Points,Yes,Yes,baseline-from-nist-high,No
SC-7(4),sc-7.4,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | External Telecommunications Services,Yes,Yes,baseline-from-nist-high,No
SC-7(5),sc-7.5,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Deny by Default — Allow by Exception,Yes,Yes,baseline-from-nist-high,No
SC-7(7),sc-7.7,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Split Tunneling for Remote Devices,Yes,Yes,baseline-from-nist-high,No
SC-7(8),sc-7.8,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Route Traffic to Authenticated Proxy Servers,Yes,Yes,baseline-from-nist-high,No
SC-7(9),sc-7.9,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Restrict Threatening Outgoing Communications Traffic,No,No,il5-nss-overlay,No
SC-7(10),sc-7.10,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Prevent Exfiltration,Yes,No,il5-fedramp-plus-additions,No
SC-7(11),sc-7.11,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Restrict Incoming Communications Traffic,No,No,il5-nss-overlay,No
SC-7(12),sc-7.12,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Host-based Protection,Yes,No,il5-fedramp-plus-additions,No
SC-7(13),sc-7.13,SYSTEM AND COMMUNICATIONS PROTECTION,"Boundary Protection | Isolation of Security Tools, Mechanisms, and Support Components",No,No,il5-nss-overlay,No
SC-7(14),sc-7.14,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Protect Against Unauthorized Physical Connections,No,No,il5-nss-overlay,No
SC-7(15),sc-7.15,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Networked Privileged Accesses,No,No,il5-nss-overlay,No
SC-7(18),sc-7.18,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Fail Secure,Yes,Yes,baseline-from-nist-high,No
SC-7(20),sc-7.20,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Dynamic Isolation and Segregation,Yes,No,il5-fedramp-plus-additions,No
SC-7(21),sc-7.21,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Isolation of System Components,Yes,Yes,baseline-from-nist-high,No
SC-7(25),sc-7.25,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Unclassified National Security System Connections,No,No,il5-nss-overlay,No
SC-7(28),sc-7.28,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Connections to Public Networks,No,No,il5-nss-overlay,No
SC-7(29),sc-7.29,SYSTEM AND COMMUNICATIONS PROTECTION,Boundary Protection | Separate Subnets to Isolate Functions,No,No,il5-nss-overlay,No
SC-8,sc-8,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission Confidentiality and Integrity,Yes,Yes,baseline-from-nist-high,No
SC-8(1),sc-8.1,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission Confidentiality and Integrity | Cryptographic Protection,Yes,Yes,baseline-from-nist-high,No
SC-8(2),sc-8.2,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission Confidentiality and Integrity | Pre- and Post-transmission Handling,No,No,il5-nss-overlay,No
SC-10,sc-10,SYSTEM AND COMMUNICATIONS PROTECTION,Network Disconnect,Yes,Yes,baseline-from-nist-high,No
SC-12,sc-12,SYSTEM AND COMMUNICATIONS PROTECTION,Cryptographic Key Establishment and Management,Yes,Yes,baseline-from-nist-high,No
SC-12(1),sc-12.1,SYSTEM AND COMMUNICATIONS PROTECTION,Cryptographic Key Establishment and Management | Availability,Yes,Yes,baseline-from-nist-high,No
SC-12(6),sc-12.6,SYSTEM AND COMMUNICATIONS PROTECTION,Cryptographic Key Establishment and Management | Physical Control of Keys,No,No,il5-nss-overlay,No
SC-13,sc-13,SYSTEM AND COMMUNICATIONS PROTECTION,Cryptographic Protection,Yes,Yes,baseline-from-nist-high,No
SC-15,sc-15,SYSTEM AND COMMUNICATIONS PROTECTION,Collaborative Computing Devices and Applications,Yes,Yes,baseline-from-nist-high,No
SC-16,sc-16,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission of Security and Privacy Attributes,No,No,il5-nss-overlay,No
SC-16(1),sc-16.1,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission of Security and Privacy Attributes | Integrity Verification,No,No,il5-nss-overlay,No
SC-16(2),sc-16.2,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission of Security and Privacy Attributes | Anti-spoofing Mechanisms,No,No,il5-nss-overlay,No
SC-16(3),sc-16.3,SYSTEM AND COMMUNICATIONS PROTECTION,Transmission of Security and Privacy Attributes | Cryptographic Binding,No,No,il5-nss-overlay,No
SC-17,sc-17,SYSTEM AND COMMUNICATIONS PROTECTION,Public Key Infrastructure Certificates,No,Yes,il5-nss-overlay,Yes
SC-18,sc-18,SYSTEM AND COMMUNICATIONS PROTECTION,Mobile Code,Yes,Yes,baseline-from-nist-high,No
SC-18(1),sc-18.1,SYSTEM AND COMMUNICATIONS PROTECTION,Mobile Code | Identify Unacceptable Code and Take Corrective Actions,No,No,il5-nss-overlay,No
SC-18(2),sc-18.2,SYSTEM AND COMMUNICATIONS PROTECTION,"Mobile Code | Acquisition, Development, and Use",No,No,il5-nss-overlay,Yes
SC-18(3),sc-18.3,SYSTEM AND COMMUNICATIONS PROTECTION,Mobile Code | Prevent Downloading and Execution,No,No,il5-nss-overlay,Yes
SC-18(4),sc-18.4,SYSTEM AND COMMUNICATIONS PROTECTION,Mobile Code | Prevent Automatic Execution,No,No,il5-nss-overlay,Yes
SC-20,sc-20,SYSTEM AND COMMUNICATIONS PROTECTION,Secure Name/address Resolution Service (authoritative Source),Yes,Yes,baseline-from-nist-high,No
SC-21,sc-21,SYSTEM AND COMMUNICATIONS PROTECTION,Secure Name/address Resolution Service (recursive or Caching Resolver),Yes,Yes,baseline-from-nist-high,No
SC-22,sc-22,SYSTEM AND COMMUNICATIONS PROTECTION,Architecture and Provisioning for Name/address Resolution Service,Yes,Yes,baseline-from-nist-high,No
SC-23,sc-23,SYSTEM AND COMMUNICATIONS PROTECTION,Session Authenticity,Yes,Yes,baseline-from-nist-high,No
SC-23(1),sc-23.1,SYSTEM AND COMMUNICATIONS PROTECTION,Session Authenticity | Invalidate Session Identifiers at Logout,No,No,il5-nss-overlay,No
SC-23(3),sc-23.3,SYSTEM AND COMMUNICATIONS PROTECTION,Session Authenticity | Unique System-generated Session Identifiers,No,No,il5-nss-overlay,No
SC-23(5),sc-23.5,SYSTEM AND COMMUNICATIONS PROTECTION,Session Authenticity | Allowed Certificate Authorities,No,No,il5-nss-overlay,No
SC-24,sc-24,SYSTEM AND COMMUNICATIONS PROTECTION,Fail in Known State,No,Yes,il5-nss-overlay,Yes
SC-28,sc-28,SYSTEM AND COMMUNICATIONS PROTECTION,Protection of Information at Rest,Yes,Yes,baseline-from-nist-high,No
SC-28(1),sc-28.1,SYSTEM AND COMMUNICATIONS PROTECTION,Protection of Information at Rest | Cryptographic Protection,Yes,Yes,baseline-from-nist-high,No
SC-28(3),sc-28.3,SYSTEM AND COMMUNICATIONS PROTECTION,Protection of Information at Rest | Cryptographic Keys,No,No,il5-nss-overlay,No
SC-38,sc-38,SYSTEM AND COMMUNICATIONS PROTECTION,Operations Security,No,No,il5-nss-overlay,No
SC-39,sc-39,SYSTEM AND COMMUNICATIONS PROTECTION,Process Isolation,Yes,Yes,baseline-from-nist-high,No
SC-45,sc-45,SYSTEM AND COMMUNICATIONS PROTECTION,System Time Synchronization,Yes,No,il5-fedramp-plus-additions,No
SC-45(1),sc-45.1,SYSTEM AND COMMUNICATIONS PROTECTION,System Time Synchronization | Synchronization with Authoritative Time Source,Yes,No,il5-fedramp-plus-additions,No
SC-46,sc-46,SYSTEM AND COMMUNICATIONS PROTECTION,Cross Domain Policy Enforcement,No,No,il5-nss-overlay,Yes
SI-1,si-1,SYSTEM AND INFORMATION INTEGRITY,Policy and Procedures,Yes,Yes,baseline-from-nist-high,No
SI-2,si-2,SYSTEM AND INFORMATION INTEGRITY,Flaw Remediation,Yes,Yes,baseline-from-nist-high,No
SI-2(2),si-2.2,SYSTEM AND INFORMATION INTEGRITY,Flaw Remediation | Automated Flaw Remediation Status,Yes,Yes,baseline-from-nist-high,No
SI-2(3),si-2.3,SYSTEM AND INFORMATION INTEGRITY,Flaw Remediation | Time to Remediate Flaws and Benchmarks for Corrective Actions,Yes,No,il5-fedramp-plus-additions,No
SI-2(4),si-2.4,SYSTEM AND INFORMATION INTEGRITY,Flaw Remediation | Automated Patch Management Tools,No,No,il5-nss-overlay,No
SI-2(6),si-2.6,SYSTEM AND INFORMATION INTEGRITY,Flaw Remediation | Removal of Previous Versions of Software and Firmware,No,No,il5-nss-overlay,No
SI-3,si-3,SYSTEM AND INFORMATION INTEGRITY,Malicious Code Protection,Yes,Yes,baseline-from-nist-high,No
SI-3(10),si-3.10,SYSTEM AND INFORMATION INTEGRITY,Malicious Code Protection | Malicious Code Analysis,No,No,il5-nss-overlay,No
SI-4,si-4,SYSTEM AND INFORMATION INTEGRITY,System Monitoring,Yes,Yes,baseline-from-nist-high,No
SI-4(1),si-4.1,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | System-wide Intrusion Detection System,Yes,No,il5-fedramp-plus-additions,No
SI-4(2),si-4.2,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Automated Tools and Mechanisms for Real-time Analysis,Yes,Yes,baseline-from-nist-high,No
SI-4(4),si-4.4,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Inbound and Outbound Communications Traffic,Yes,Yes,baseline-from-nist-high,No
SI-4(5),si-4.5,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | System-generated Alerts,Yes,Yes,baseline-from-nist-high,No
SI-4(10),si-4.10,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Visibility of Encrypted Communications,Yes,Yes,baseline-from-nist-high,No
SI-4(11),si-4.11,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Analyze Communications Traffic Anomalies,Yes,No,il5-fedramp-plus-additions,No
SI-4(12),si-4.12,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Automated Organization-generated Alerts,Yes,Yes,baseline-from-nist-high,No
SI-4(14),si-4.14,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Wireless Intrusion Detection,Yes,Yes,baseline-from-nist-high,No
SI-4(15),si-4.15,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Wireless to Wireline Communications,No,No,il5-nss-overlay,No
SI-4(16),si-4.16,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Correlate Monitoring Information,Yes,No,il5-fedramp-plus-additions,No
SI-4(18),si-4.18,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Analyze Traffic and Covert Exfiltration,Yes,No,il5-fedramp-plus-additions,No
SI-4(19),si-4.19,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Risk for Individuals,Yes,No,il5-fedramp-plus-additions,No
SI-4(20),si-4.20,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Privileged Users,Yes,Yes,baseline-from-nist-high,No
SI-4(22),si-4.22,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Unauthorized Network Services,Yes,Yes,baseline-from-nist-high,No
SI-4(23),si-4.23,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Host-based Devices,Yes,No,il5-fedramp-plus-additions,No
SI-4(24),si-4.24,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Indicators of Compromise,No,No,il5-nss-overlay,No
SI-4(25),si-4.25,SYSTEM AND INFORMATION INTEGRITY,System Monitoring | Optimize Network Traffic Analysis,No,No,il5-nss-overlay,No
SI-5,si-5,SYSTEM AND INFORMATION INTEGRITY,"Security Alerts, Advisories, and Directives",Yes,Yes,baseline-from-nist-high,No
SI-5(1),si-5.1,SYSTEM AND INFORMATION INTEGRITY,"Security Alerts, Advisories, and Directives | Automated Alerts and Advisories",Yes,Yes,baseline-from-nist-high,No
SI-6,si-6,SYSTEM AND INFORMATION INTEGRITY,Security and Privacy Function Verification,Yes,Yes,baseline-from-nist-high,No
SI-6(3),si-6.3,SYSTEM AND INFORMATION INTEGRITY,Security and Privacy Function Verification | Report Verification Results,No,No,il5-nss-overlay,No
SI-7,si-7,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity",Yes,Yes,baseline-from-nist-high,No
SI-7(1),si-7.1,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Integrity Checks",Yes,Yes,baseline-from-nist-high,No
SI-7(2),si-7.2,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Automated Notifications of Integrity Violations",Yes,Yes,baseline-from-nist-high,No
SI-7(5),si-7.5,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Automated Response to Integrity Violations",Yes,Yes,baseline-from-nist-high,No
SI-7(7),si-7.7,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Integration of Detection and Response",Yes,Yes,baseline-from-nist-high,No
SI-7(8),si-7.8,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Auditing Capability for Significant Events",No,No,il5-nss-overlay,No
SI-7(9),si-7.9,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Verify Boot Process",No,No,il5-nss-overlay,No
SI-7(10),si-7.10,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Protection of Boot Firmware",No,No,il5-nss-overlay,No
SI-7(15),si-7.15,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Code Authentication",Yes,Yes,baseline-from-nist-high,No
SI-7(17),si-7.17,SYSTEM AND INFORMATION INTEGRITY,"Software, Firmware, and Information Integrity | Runtime Application Self-protection",No,No,il5-nss-overlay,No
SI-8,si-8,SYSTEM AND INFORMATION INTEGRITY,Spam Protection,Yes,Yes,baseline-from-nist-high,No
SI-8(2),si-8.2,SYSTEM AND INFORMATION INTEGRITY,Spam Protection | Automatic Updates,Yes,Yes,baseline-from-nist-high,No
SI-10,si-10,SYSTEM AND INFORMATION INTEGRITY,Information Input Validation,Yes,Yes,baseline-from-nist-high,No
SI-10(3),si-10.3,SYSTEM AND INFORMATION INTEGRITY,Information Input Validation | Predictable Behavior,No,No,il5-nss-overlay,No
SI-10(5),si-10.5,SYSTEM AND INFORMATION INTEGRITY,Information Input Validation | Restrict Inputs to Trusted Sources and Approved Formats,No,No,il5-nss-overlay,No
SI-10(6),si-10.6,SYSTEM AND INFORMATION INTEGRITY,Information Input Validation | Injection Prevention,No,No,il5-nss-overlay,No
SI-11,si-11,SYSTEM AND INFORMATION INTEGRITY,Error Handling,Yes,Yes,baseline-from-nist-high,No
SI-12,si-12,SYSTEM AND INFORMATION INTEGRITY,Information Management and Retention,Yes,Yes,baseline-from-nist-high,No
SI-12(3),si-12.3,SYSTEM AND INFORMATION INTEGRITY,Information Management and Retention | Information Disposal,No,No,il5-nss-overlay,No
SI-15,si-15,SYSTEM AND INFORMATION INTEGRITY,Information Output Filtering,No,No,il5-nss-overlay,No
SI-16,si-16,SYSTEM AND INFORMATION INTEGRITY,Memory Protection,Yes,Yes,baseline-from-nist-high,No
SI-21,si-21,SYSTEM AND INFORMATION INTEGRITY,Information Refresh,No,No,il5-nss-overlay,No
SR-1,sr-1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Policy and Procedures,Yes,Yes,baseline-from-nist-high,No
SR-2,sr-2,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Risk Management Plan,Yes,Yes,baseline-from-nist-high,No
SR-2(1),sr-2.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Risk Management Plan | Establish SCRM Team,Yes,Yes,baseline-from-nist-high,No
SR-3,sr-3,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Controls and Processes,Yes,Yes,baseline-from-nist-high,No
SR-3(1),sr-3.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Controls and Processes | Diverse Supply Base,No,No,il5-nss-overlay,No
SR-3(2),sr-3.2,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Controls and Processes | Limitation of Harm,No,No,il5-nss-overlay,No
SR-3(3),sr-3.3,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Controls and Processes | Sub-tier Flow Down,No,No,il5-nss-overlay,No
SR-4,sr-4,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Provenance,No,No,il5-nss-overlay,No
SR-5,sr-5,SUPPLY CHAIN RISK MANAGEMENT FAMILY,"Acquisition Strategies, Tools, and Methods",Yes,Yes,baseline-from-nist-high,No
SR-5(1),sr-5.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,"Acquisition Strategies, Tools, and Methods | Adequate Supply",No,No,il5-nss-overlay,No
SR-5(2),sr-5.2,SUPPLY CHAIN RISK MANAGEMENT FAMILY,"Acquisition Strategies, Tools, and Methods | Assessments Prior to Selection, Acceptance, Modification, or Update",No,No,il5-nss-overlay,No
SR-6,sr-6,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supplier Assessments and Reviews,Yes,Yes,baseline-from-nist-high,No
SR-6(1),sr-6.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supplier Assessments and Reviews | Testing and Analysis,No,No,il5-nss-overlay,No
SR-7,sr-7,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Supply Chain Operations Security,No,No,il5-nss-overlay,No
SR-8,sr-8,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Notification Agreements,Yes,Yes,baseline-from-nist-high,No
SR-9,sr-9,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Tamper Resistance and Detection,Yes,Yes,baseline-from-nist-high,No
SR-9(1),sr-9.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Tamper Resistance and Detection | Multiple Stages of System Development Life Cycle,Yes,Yes,baseline-from-nist-high,No
SR-10,sr-10,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Inspection of Systems or Components,Yes,Yes,baseline-from-nist-high,No
SR-11,sr-11,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Component Authenticity,Yes,Yes,baseline-from-nist-high,No
SR-11(1),sr-11.1,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Component Authenticity | Anti-counterfeit Training,Yes,Yes,baseline-from-nist-high,No
SR-11(2),sr-11.2,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Component Authenticity | Configuration Control for Component Service and Repair,Yes,Yes,baseline-from-nist-high,No
SR-12,sr-12,SUPPLY CHAIN RISK MANAGEMENT FAMILY,Component Disposal,Yes,Yes,baseline-from-nist-high,No
